transaction_id,user_id,name,card_number,cvv,exp_date,state,city,zip_code
25750,5070159,megan,622858000000000,148,12/6/2022,alabama,atlanta,75632
16246,8745640,chris,590205000000000,528,1/11/2021,california,montgomery,48301
91554,7275351,megan,677229000000000,325,4/8/2024,wyoming,atlanta,46163
29332,5754548,john,721158000000000,703,10/16/2022,south carolina,los angeles,74984
42181,7590340,iman,546664000000000,371,1/10/2023,michigan,dover,86202
73105,4028052,jane,677552000000000,523,5/12/2022,alabama,montgomery,83455
96989,174149,ty,668535000000000,459,7/2/2020,delware,houston,85952
5725,1278883,matt,807626000000000,807,6/12/2024,michigan,houston,86707
42763,793122,chris,812041000000000,301,6/13/2024,delware,cheyenne,62063
60273,82857,jane,608902000000000,747,6/22/2021,michigan,new orleans,55509
83578,5456321,john,750568000000000,147,3/2/2024,wyoming,atlanta,57547
31879,8391771,chris,681960000000000,703,8/5/2022,delware,atlanta,39418
22179,5289889,matt,557401000000000,587,3/31/2024,south carolina,atlanta,63840
87211,3858169,john,865171000000000,751,10/31/2024,wyoming,cheyenne,56264
19977,3292614,erica,888138000000000,497,12/7/2024,texas,atlanta,67532
16668,4361223,john,785065000000000,528,2/3/2021,alabama,detroit,34113
2525,6713179,ty,707690000000000,314,10/11/2024,south carolina,atlanta,50100
72775,9801521,iman,803822000000000,700,9/26/2021,michigan,houston,34848
63693,4428326,chris,911629000000000,119,11/19/2023,georgia,los angeles,42930
82490,8671974,iman,864762000000000,708,10/11/2020,alabama,colombia,78504
48314,8468043,monte,902721000000000,581,8/1/2020,wyoming,montgomery,77411
57047,2527850,erica,710291000000000,583,2/23/2021,delware,montgomery,65395
68618,1180891,erica,783448000000000,699,7/2/2023,louisiana,colombia,81124
62782,3194829,monte,726287000000000,124,5/23/2021,south carolina,montgomery,88477
24787,8618696,megan,842316000000000,506,5/28/2022,wyoming,detroit,43010
69451,5238202,erica,629128000000000,146,4/3/2022,louisiana,new orleans,63786
77758,6299037,myah,766839000000000,521,7/22/2024,south carolina,los angeles,41824
38533,555382,erica,652318000000000,425,10/16/2023,louisiana,dover,66335
80685,6762606,chris,638861000000000,412,6/11/2024,california,cheyenne,41337
78415,2886051,myah,651890000000000,624,7/13/2023,california,new orleans,75478
39264,4468011,jane,558226000000000,549,4/25/2020,texas,detroit,34953
76270,6207632,chris,776203000000000,569,11/9/2022,california,montgomery,50520
10704,3541409,ty,735638000000000,149,2/27/2023,louisiana,new orleans,54035
43239,8014393,iman,585451000000000,623,6/8/2021,texas,miami,49765
27846,4216274,chris,741303000000000,851,9/29/2021,wyoming,atlanta,83201
40730,9357988,megan,752140000000000,704,8/21/2024,delware,montgomery,89704
85297,2720999,ty,558490000000000,242,1/7/2022,texas,new orleans,70007
12018,8956866,john,946588000000000,505,8/10/2023,california,atlanta,82130
77639,4003190,myah,763326000000000,125,11/21/2021,louisiana,new orleans,86746
41455,1892799,monte,666188000000000,777,9/4/2024,florida,detroit,85387
72883,2569599,monte,904254000000000,462,2/13/2021,georgia,colombia,84323
2955,9538961,monte,714761000000000,518,3/8/2021,alabama,dover,59689
39858,5110501,chris,968674000000000,798,4/12/2024,florida,montgomery,74161
62234,6354980,iman,628491000000000,102,11/28/2020,georgia,miami,64642
49615,2570546,ty,583027000000000,323,12/11/2024,michigan,detroit,55795
75732,6403037,ty,891517000000000,559,7/9/2022,delware,atlanta,81504
31103,4704939,erica,726985000000000,266,3/7/2024,michigan,atlanta,39562
42265,2700064,iman,792122000000000,571,11/13/2024,michigan,cheyenne,76272
43719,5547472,john,711446000000000,617,2/7/2023,alabama,colombia,88680
90282,942833,erica,828553000000000,142,9/26/2020,california,new orleans,84518
14997,6497474,chris,663215000000000,217,6/5/2023,california,detroit,48623
42996,3747709,ty,923285000000000,519,8/25/2024,florida,cheyenne,43824
23661,3965671,chris,532359000000000,563,2/24/2022,texas,dover,69566
29290,7355902,erica,843022000000000,432,5/21/2021,california,colombia,41137
45598,8928878,erica,532138000000000,759,5/15/2020,delware,montgomery,85669
21743,3795895,ty,828357000000000,180,10/26/2023,michigan,colombia,72887
14056,6197760,erica,855259000000000,467,6/12/2023,louisiana,dover,32239
85358,6368467,iman,581997000000000,162,11/24/2021,georgia,miami,46722
39015,7863739,chris,962217000000000,162,2/11/2023,alabama,miami,82163
30789,6573804,chris,898834000000000,548,10/13/2024,florida,los angeles,37967
68938,584084,iman,811588000000000,376,10/14/2021,michigan,colombia,45463
66181,7470001,john,947942000000000,339,7/5/2021,south carolina,detroit,72083
20761,1795509,john,663496000000000,358,7/18/2021,south carolina,atlanta,53240
48088,9814921,john,831138000000000,544,4/18/2022,wyoming,new orleans,33037
81632,3066340,jane,817454000000000,534,11/28/2023,georgia,houston,65896
10030,2399041,erica,799932000000000,469,2/4/2024,alabama,miami,43942
2351,5313140,matt,820276000000000,598,3/16/2020,california,new orleans,71187
13344,4601024,myah,865435000000000,641,10/5/2023,georgia,atlanta,48993
1483,7848836,myah,671462000000000,333,9/4/2020,california,montgomery,72497
67751,4193555,john,712832000000000,326,6/6/2021,georgia,cheyenne,83206
2688,3055200,chris,818931000000000,362,5/7/2020,louisiana,atlanta,69020
54158,8915982,chris,818508000000000,145,4/8/2021,texas,houston,82705
41422,4187867,myah,982652000000000,726,9/17/2020,michigan,atlanta,43501
53375,1217898,ty,764689000000000,664,2/4/2024,wyoming,dover,85751
29332,9008778,john,936545000000000,197,8/23/2024,michigan,new orleans,54927
49391,7967956,jane,738630000000000,677,7/17/2023,texas,detroit,77559
93800,6000540,erica,831762000000000,211,12/16/2024,florida,atlanta,83258
76121,2794179,iman,776748000000000,641,2/14/2022,california,los angeles,30954
56144,8425631,megan,708176000000000,320,4/23/2024,florida,atlanta,76820
98902,746362,erica,743336000000000,133,7/24/2023,michigan,los angeles,73361
18533,2241562,monte,963569000000000,411,4/20/2022,michigan,detroit,60648
68047,3389782,chris,891887000000000,408,3/29/2021,texas,cheyenne,51403
4204,7929683,chris,629169000000000,836,8/19/2022,georgia,colombia,69760
66027,2532535,john,983639000000000,785,10/9/2020,florida,dover,90006
72881,9459470,jane,604803000000000,141,2/16/2021,delware,colombia,89470
72917,6287859,erica,691198000000000,687,11/13/2023,georgia,colombia,59823
68080,3755268,matt,636392000000000,144,12/14/2022,louisiana,detroit,61228
56717,8589779,iman,771983000000000,607,3/22/2023,michigan,los angeles,52767
3869,9781350,jane,768430000000000,280,7/21/2023,california,montgomery,48917
86123,6026028,erica,938836000000000,766,1/6/2024,delware,atlanta,67593
69455,8129005,john,975974000000000,610,1/14/2023,michigan,cheyenne,56173
56487,485579,chris,566368000000000,139,10/25/2020,south carolina,dover,76879
18023,2666895,megan,774005000000000,320,8/21/2021,wyoming,montgomery,61300
49296,6376979,megan,985896000000000,120,11/27/2020,california,los angeles,43342
64858,6576946,iman,816826000000000,730,3/26/2022,alabama,detroit,73615
93326,722473,erica,695633000000000,596,4/6/2022,delware,detroit,78973
48742,9100848,matt,780971000000000,856,10/6/2023,california,new orleans,79156
4761,9660963,jane,948601000000000,239,8/21/2021,florida,montgomery,40635
51860,3759736,chris,625331000000000,457,1/12/2023,texas,atlanta,78674
47730,4164707,matt,962701000000000,728,4/7/2021,louisiana,atlanta,36015
11860,2301511,megan,686968000000000,607,10/30/2022,louisiana,new orleans,76557
12392,2383927,jane,674163000000000,462,3/28/2022,alabama,los angeles,89548
25056,7478172,matt,546890000000000,799,9/10/2021,michigan,atlanta,42448
77700,7331941,myah,550542000000000,600,9/3/2021,alabama,detroit,78420
35604,7497755,ty,759398000000000,254,8/7/2021,louisiana,atlanta,63935
46479,6605662,chris,602456000000000,436,2/21/2021,california,miami,87174
25224,348178,matt,833180000000000,662,1/19/2021,delware,houston,55991
86397,3834785,iman,748399000000000,869,10/6/2021,michigan,dover,45467
6761,2992154,chris,551847000000000,541,12/15/2024,florida,detroit,67681
46494,6233733,myah,902338000000000,668,11/8/2021,florida,dover,84947
30400,6209401,iman,828086000000000,201,12/7/2020,texas,los angeles,87542
11399,8622474,megan,677773000000000,665,3/3/2020,alabama,houston,48687
21559,2261460,chris,677118000000000,717,9/12/2024,louisiana,colombia,65910
5671,5079842,jane,921881000000000,591,10/25/2021,georgia,cheyenne,69107
94661,6651534,chris,705812000000000,612,1/19/2023,florida,miami,52750
86452,6231254,myah,974276000000000,576,8/27/2021,texas,montgomery,41370
4041,5095939,john,803857000000000,630,9/6/2022,california,detroit,41956
55378,6471086,matt,929610000000000,713,3/22/2024,california,cheyenne,43509
26564,5872969,jane,828588000000000,807,11/2/2021,california,montgomery,52786
37557,3531547,matt,886056000000000,643,3/4/2021,wyoming,houston,37994
62701,6571857,erica,940704000000000,194,2/26/2020,delware,houston,89799
15746,6488766,erica,559237000000000,267,8/25/2020,alabama,montgomery,40690
38733,3810158,iman,940921000000000,821,10/21/2023,georgia,detroit,45415
9572,9531927,matt,680052000000000,275,1/18/2021,louisiana,new orleans,87160
58493,5429814,myah,803587000000000,468,11/7/2021,alabama,dover,65438
94564,3063842,megan,866194000000000,237,9/15/2021,florida,detroit,40504
47,4155627,chris,878483000000000,880,1/10/2022,florida,montgomery,84794
43478,6866088,john,794032000000000,182,7/8/2020,louisiana,houston,55248
7855,6687221,monte,604624000000000,847,12/3/2020,georgia,los angeles,86576
89076,9934160,jane,683925000000000,520,1/11/2022,alabama,detroit,79765
57338,3222033,iman,658729000000000,249,7/6/2022,georgia,atlanta,78984
8322,4107603,myah,699668000000000,635,8/9/2021,alabama,cheyenne,35072
92930,9032277,erica,947364000000000,237,9/7/2020,alabama,cheyenne,78611
25625,4028677,monte,702528000000000,260,6/30/2020,wyoming,los angeles,75071
42192,5156737,monte,804293000000000,274,8/21/2020,texas,miami,32671
20450,4205686,matt,938924000000000,559,10/25/2020,california,montgomery,53416
6390,6817021,matt,739900000000000,832,9/10/2021,georgia,miami,49995
31222,9316327,megan,543430000000000,588,3/23/2020,wyoming,atlanta,65530
32780,6532667,iman,693782000000000,156,11/28/2021,michigan,detroit,45876
14760,7062345,megan,927213000000000,791,11/29/2021,wyoming,houston,61382
23726,2989122,matt,828338000000000,295,2/29/2024,wyoming,miami,59995
23329,2353781,myah,784691000000000,330,2/27/2022,louisiana,cheyenne,38395
82013,248159,john,548632000000000,473,3/20/2021,louisiana,montgomery,85365
18070,2150929,ty,807195000000000,128,6/12/2023,texas,atlanta,36095
6206,2318397,matt,596579000000000,413,1/8/2022,michigan,new orleans,42128
6793,3191872,matt,966471000000000,832,10/27/2023,california,colombia,50211
86672,121879,megan,921486000000000,401,12/19/2023,alabama,atlanta,51409
60941,7897530,matt,672983000000000,653,7/1/2021,wyoming,detroit,40406
28359,9932382,megan,568241000000000,805,4/27/2024,texas,dover,54358
10023,462841,matt,616132000000000,574,12/10/2024,georgia,montgomery,55868
85315,1611022,erica,547162000000000,778,4/2/2023,wyoming,new orleans,46574
78243,7528628,matt,582764000000000,558,11/18/2023,south carolina,miami,38556
25023,4548983,matt,908306000000000,760,4/26/2022,california,houston,48079
98565,2013146,ty,645044000000000,688,12/6/2022,texas,miami,52388
63987,3360174,megan,543858000000000,851,8/23/2024,michigan,atlanta,48893
59505,4111364,megan,871744000000000,429,9/14/2024,texas,houston,59591
42483,4990734,erica,553789000000000,870,6/5/2020,louisiana,los angeles,62643
71350,3879309,megan,764594000000000,464,1/27/2022,california,detroit,74186
88681,3417362,matt,929123000000000,602,2/20/2023,alabama,dover,31926
1080,7457056,megan,683231000000000,588,6/20/2024,florida,dover,73062
56812,3883716,ty,730280000000000,593,2/10/2022,florida,los angeles,43010
27566,1667795,megan,900030000000000,204,1/14/2023,wyoming,atlanta,49320
43736,4159511,iman,773587000000000,887,4/28/2021,georgia,los angeles,80343
10513,9832256,iman,944736000000000,453,11/8/2024,louisiana,cheyenne,44480
63473,4071196,monte,682002000000000,244,5/17/2024,michigan,dover,53511
49215,514943,myah,722189000000000,535,2/27/2023,michigan,dover,76544
82992,3481785,jane,933061000000000,726,6/26/2023,wyoming,detroit,58158
51600,3058475,matt,917269000000000,611,7/5/2021,california,new orleans,52434
68201,6566798,john,817303000000000,651,9/26/2022,wyoming,miami,40499
89297,2847140,ty,765359000000000,319,12/21/2023,california,new orleans,30539
86188,3148919,jane,720363000000000,685,7/12/2020,california,atlanta,45191
98528,9135901,megan,822215000000000,667,5/15/2022,texas,new orleans,71952
68317,9365182,chris,712060000000000,384,6/7/2022,louisiana,colombia,35984
99818,7912057,ty,758912000000000,310,4/19/2023,florida,montgomery,60955
59746,5477189,monte,758673000000000,203,12/17/2022,california,detroit,48921
32638,2608662,ty,818629000000000,126,9/12/2022,alabama,cheyenne,61675
13788,9927374,ty,959745000000000,409,9/30/2021,florida,detroit,57971
1784,9694902,erica,618016000000000,222,11/27/2021,alabama,miami,44240
27313,2824100,john,627920000000000,576,4/4/2021,texas,detroit,70437
27232,7511354,chris,712712000000000,212,12/26/2020,florida,colombia,44177
11332,7926924,ty,908026000000000,345,9/28/2021,alabama,detroit,63717
40135,2365254,ty,971784000000000,620,3/29/2022,alabama,los angeles,84760
64977,9682016,matt,745555000000000,394,7/12/2023,california,detroit,66758
6176,18220,ty,846086000000000,113,5/17/2023,florida,montgomery,60036
15268,3690122,myah,720663000000000,715,8/9/2020,delware,detroit,80537
83938,6745094,jane,959554000000000,330,5/23/2021,louisiana,new orleans,46524
95078,3731071,myah,576897000000000,696,7/20/2022,florida,miami,39121
68775,7544300,matt,802781000000000,596,1/28/2021,alabama,miami,75416
23140,6176673,erica,979072000000000,591,12/12/2024,california,montgomery,82888
59612,858751,ty,898989000000000,428,5/20/2023,georgia,atlanta,55498
2060,3205592,iman,636360000000000,225,9/19/2024,georgia,houston,67761
22556,6696329,jane,617944000000000,505,4/7/2024,wyoming,houston,61784
90366,451000,matt,844366000000000,123,2/20/2023,florida,colombia,33006
27585,4748516,erica,625209000000000,211,2/6/2023,florida,detroit,33169
69803,8837287,john,581647000000000,420,8/26/2023,alabama,dover,36437
99855,4611364,john,747537000000000,149,11/10/2023,florida,montgomery,58358
44683,9153915,ty,665387000000000,242,4/12/2021,south carolina,colombia,73653
5188,6632507,myah,564601000000000,858,3/25/2024,texas,new orleans,64367
59228,6760223,ty,926410000000000,292,6/22/2021,florida,dover,76352
95787,1468050,ty,851246000000000,589,11/15/2020,south carolina,miami,88675
74783,841287,iman,930290000000000,801,7/10/2021,michigan,los angeles,74451
42199,1321205,john,978835000000000,347,7/7/2020,louisiana,los angeles,49964
59297,8507592,matt,615287000000000,116,5/11/2023,louisiana,atlanta,44837
91554,410412,megan,816908000000000,131,6/26/2020,michigan,new orleans,72453
45999,7684419,erica,713630000000000,478,9/12/2020,florida,dover,60886
46068,8996231,myah,688518000000000,592,4/26/2022,louisiana,new orleans,32467
78211,7110737,ty,691703000000000,498,1/11/2023,georgia,los angeles,42924
89633,40277,john,560847000000000,501,8/20/2023,alabama,los angeles,71193
92702,6280531,jane,677345000000000,781,7/15/2023,delware,los angeles,45112
63382,3891527,monte,633230000000000,653,8/25/2020,louisiana,dover,41602
28495,2416829,myah,600572000000000,820,9/25/2020,wyoming,dover,59354
22231,5296115,ty,676201000000000,855,1/3/2021,delware,colombia,40741
59321,4711689,myah,968999000000000,571,4/5/2022,wyoming,miami,59728
53202,1121317,jane,913268000000000,497,6/15/2022,delware,miami,33928
45526,9129844,jane,541763000000000,531,12/18/2022,delware,detroit,46031
51003,1304296,john,765356000000000,488,6/9/2020,california,miami,66224
42594,9659860,erica,620465000000000,335,4/13/2021,wyoming,los angeles,87183
92657,9699733,john,669371000000000,508,9/10/2022,delware,new orleans,58963
16726,1390640,iman,955410000000000,870,9/15/2021,louisiana,miami,34369
39180,2216017,matt,885195000000000,679,1/29/2021,delware,cheyenne,58628
65518,7699677,matt,829476000000000,850,4/29/2024,south carolina,montgomery,53001
69905,9553175,chris,737337000000000,437,3/22/2021,georgia,los angeles,65810
74145,8902103,myah,921764000000000,171,12/11/2022,south carolina,detroit,80615
98756,1953101,jane,987782000000000,762,9/17/2021,georgia,dover,43990
62756,9811085,john,956036000000000,522,3/20/2022,delware,dover,40592
37081,5702970,chris,943359000000000,462,6/15/2020,michigan,los angeles,46959
13464,1116411,megan,882108000000000,237,2/25/2023,south carolina,dover,44615
88535,4266460,matt,835710000000000,236,11/10/2020,florida,detroit,78641
95833,527837,erica,908781000000000,812,12/15/2022,michigan,new orleans,36015
58437,693074,iman,945313000000000,137,8/3/2020,georgia,colombia,79881
61765,8153269,matt,593200000000000,873,11/23/2024,delware,colombia,83364
80905,6354837,chris,899278000000000,852,4/29/2024,florida,detroit,40915
80920,2352555,myah,889855000000000,581,4/4/2021,delware,miami,67084
17045,4168323,myah,772359000000000,535,3/23/2023,delware,dover,44664
16694,5036993,john,839122000000000,516,7/15/2024,louisiana,cheyenne,52761
66426,2652581,john,815266000000000,729,8/5/2020,wyoming,new orleans,47089
37243,6507938,erica,695115000000000,361,1/14/2020,wyoming,cheyenne,67146
38667,9473302,erica,702251000000000,459,2/22/2022,florida,miami,70726
48744,744275,john,952245000000000,448,12/12/2023,georgia,atlanta,51718
56010,8489784,erica,944457000000000,709,10/9/2023,south carolina,atlanta,57985
52342,7031561,jane,756443000000000,277,9/9/2022,south carolina,dover,44719
51522,5784099,chris,783891000000000,301,1/4/2021,florida,colombia,51576
38764,7274796,john,603672000000000,369,5/15/2021,south carolina,detroit,47469
96665,7565322,jane,823090000000000,384,10/8/2024,texas,cheyenne,54247
29987,2298745,jane,758893000000000,107,3/7/2023,louisiana,colombia,58728
99947,6867275,john,738356000000000,174,6/29/2022,louisiana,miami,70612
62298,1658083,jane,780748000000000,100,9/14/2024,michigan,cheyenne,68661
47627,6237628,iman,770704000000000,366,4/17/2020,michigan,detroit,32883
97491,674152,chris,800460000000000,113,4/10/2022,georgia,new orleans,70620
23213,6596752,erica,978563000000000,619,10/28/2024,california,montgomery,31193
13437,5558936,john,794156000000000,731,4/25/2023,louisiana,houston,89124
12630,3483517,erica,527948000000000,638,12/12/2023,alabama,dover,45640
34339,616407,erica,896391000000000,634,2/3/2020,georgia,atlanta,89574
76187,7325412,chris,989272000000000,176,10/16/2024,delware,miami,55390
4953,5613546,john,988625000000000,793,2/23/2020,south carolina,new orleans,65788
51321,5403023,erica,582536000000000,781,12/6/2022,georgia,colombia,45443
65066,2579356,ty,668683000000000,802,5/14/2023,louisiana,cheyenne,57869
64663,9442789,matt,709063000000000,493,8/26/2024,texas,montgomery,54986
37254,9226745,jane,886284000000000,339,12/14/2022,michigan,cheyenne,75163
84464,9858424,megan,857708000000000,652,3/30/2021,south carolina,dover,84774
24325,3552747,ty,635055000000000,610,6/20/2020,florida,miami,78423
98887,7785360,erica,638065000000000,550,5/10/2024,wyoming,cheyenne,60602
95933,4178566,chris,869826000000000,583,7/29/2022,michigan,houston,54052
90439,6735324,monte,819115000000000,175,6/16/2022,texas,atlanta,42765
20008,3276547,ty,939921000000000,419,1/30/2023,florida,montgomery,69870
12153,8276988,iman,722679000000000,722,4/13/2023,louisiana,los angeles,86082
53609,1986620,myah,821698000000000,214,3/10/2020,michigan,montgomery,76888
15882,7907109,chris,613207000000000,164,3/24/2024,michigan,new orleans,56731
79855,3260269,iman,812910000000000,843,7/19/2022,delware,miami,34994
93633,9356049,matt,627097000000000,150,3/8/2020,texas,dover,60228
99956,1257817,jane,629897000000000,230,8/21/2024,wyoming,los angeles,44942
80517,9043984,erica,948539000000000,499,10/8/2023,georgia,dover,74404
95544,8663671,ty,540239000000000,343,7/6/2024,texas,miami,40850
98484,457467,myah,851290000000000,351,11/16/2023,south carolina,atlanta,74823
96578,899008,jane,573334000000000,698,8/7/2021,delware,houston,55534
59261,146914,monte,578014000000000,139,7/11/2022,florida,colombia,46772
69231,1138228,john,768045000000000,135,1/15/2023,florida,atlanta,48697
95123,5079876,chris,736776000000000,558,6/29/2021,georgia,colombia,70159
77763,722766,jane,684176000000000,417,1/19/2024,michigan,dover,66021
32174,2670408,monte,777065000000000,232,10/13/2024,california,dover,49970
62911,7358514,myah,870013000000000,804,5/17/2023,georgia,colombia,65277
5670,4378480,iman,632303000000000,534,1/25/2021,alabama,houston,57865
10185,1562282,erica,598785000000000,191,7/31/2020,texas,los angeles,63744
15579,4430228,erica,927973000000000,863,8/15/2021,michigan,miami,84281
60685,3264538,chris,741816000000000,357,1/28/2020,delware,dover,59289
75507,132560,ty,729724000000000,552,1/21/2021,wyoming,houston,88946
4499,7741450,myah,708067000000000,639,9/21/2024,california,cheyenne,62065
71430,5314524,matt,850362000000000,855,12/24/2022,delware,cheyenne,79800
1705,8143852,iman,952504000000000,471,8/19/2021,georgia,los angeles,73293
49450,508553,john,877050000000000,177,9/19/2022,delware,montgomery,66261
99758,974598,iman,769656000000000,752,6/14/2024,michigan,montgomery,67809
7,5390041,john,991488000000000,171,10/20/2020,texas,cheyenne,57026
83189,5894706,matt,901325000000000,456,1/21/2024,south carolina,montgomery,52766
91370,8853239,john,556697000000000,501,11/14/2022,wyoming,detroit,32407
34689,7274012,ty,578797000000000,879,5/8/2023,wyoming,atlanta,42137
33309,1950155,erica,539098000000000,598,12/5/2023,texas,dover,57055
73164,3850054,megan,602487000000000,384,2/18/2022,california,los angeles,54874
37677,9797713,john,674796000000000,727,4/23/2022,texas,detroit,60897
45926,6762689,matt,530309000000000,757,9/27/2021,texas,houston,71463
48323,4154372,matt,618132000000000,574,8/29/2021,georgia,detroit,87807
9732,7193675,john,568174000000000,177,11/16/2024,california,colombia,81432
62822,251091,megan,911432000000000,511,10/2/2023,wyoming,atlanta,84767
42620,5160858,megan,999216000000000,320,6/10/2023,south carolina,detroit,38603
55129,1544397,iman,801125000000000,348,11/4/2020,california,houston,87317
29838,9216073,jane,868410000000000,566,11/1/2024,south carolina,colombia,49650
81533,2012559,chris,786410000000000,248,6/4/2022,louisiana,miami,57544
72198,6008217,chris,674742000000000,836,1/26/2020,california,colombia,52582
11598,6217461,chris,941069000000000,443,7/23/2024,texas,new orleans,42495
36158,5228581,myah,872371000000000,351,3/13/2023,texas,miami,53683
79162,3961879,megan,552283000000000,556,3/31/2023,michigan,houston,90144
69214,305170,monte,754972000000000,686,7/24/2021,california,atlanta,60379
7674,6103326,monte,837623000000000,757,8/16/2021,california,montgomery,60727
76350,1403714,chris,677971000000000,573,6/16/2021,louisiana,detroit,88854
75145,1092955,chris,552309000000000,835,7/1/2022,florida,colombia,77351
52594,2549927,chris,855655000000000,765,11/20/2024,georgia,detroit,64908
41113,4055368,erica,786353000000000,779,6/10/2020,michigan,los angeles,50065
12975,105248,megan,962656000000000,505,12/27/2023,louisiana,miami,68741
26403,1361919,erica,559510000000000,147,6/14/2024,texas,houston,40756
29389,6461357,matt,853146000000000,754,10/15/2021,wyoming,dover,73759
20367,5260090,chris,812879000000000,105,3/25/2021,georgia,montgomery,75096
14357,8032777,iman,626754000000000,227,12/17/2024,michigan,atlanta,52789
55132,6730845,john,911918000000000,731,4/30/2022,south carolina,los angeles,89500
97816,2126210,ty,815713000000000,275,5/27/2023,south carolina,atlanta,88915
92530,7705799,ty,651707000000000,833,10/6/2021,louisiana,houston,35208
25666,7615888,myah,749412000000000,144,2/28/2020,florida,dover,82125
40054,2307575,john,895626000000000,710,2/22/2023,louisiana,miami,32658
53839,8127269,iman,605907000000000,570,4/30/2024,california,los angeles,37768
85888,1368985,jane,592684000000000,114,9/10/2020,georgia,montgomery,88836
32856,4507652,myah,693109000000000,170,4/14/2024,wyoming,montgomery,52335
77577,5420953,myah,546203000000000,177,12/10/2022,texas,cheyenne,58261
46851,7117740,megan,912366000000000,210,5/19/2022,california,miami,79439
62270,3372548,iman,575837000000000,607,10/30/2022,michigan,houston,50544
48976,9790423,matt,773292000000000,405,8/18/2022,alabama,colombia,46931
84764,2659800,matt,882688000000000,173,1/11/2022,california,los angeles,46675
57110,3298842,iman,755006000000000,837,2/2/2023,california,cheyenne,68368
13066,9142295,ty,973560000000000,863,4/11/2023,florida,miami,84684
60308,6284126,matt,687031000000000,292,10/3/2021,louisiana,montgomery,46094
14648,7681379,john,876705000000000,642,11/15/2021,south carolina,montgomery,58399
81451,199218,john,774173000000000,392,3/6/2021,louisiana,cheyenne,41557
88977,470497,matt,907901000000000,412,4/11/2021,delware,houston,53160
6789,636793,megan,788199000000000,506,10/11/2022,wyoming,los angeles,62015
63034,7341140,matt,616583000000000,227,6/16/2021,alabama,dover,53596
92749,2128466,myah,672921000000000,856,9/18/2021,louisiana,miami,49730
13268,2515423,iman,882283000000000,708,4/1/2021,michigan,atlanta,46728
29324,332631,monte,540939000000000,400,11/16/2021,alabama,detroit,65864
67172,7474217,john,842772000000000,268,2/26/2023,california,los angeles,88588
43409,9985288,erica,629564000000000,673,10/17/2021,california,miami,63523
46962,4442960,iman,912578000000000,152,9/24/2023,california,detroit,54506
44203,7673870,matt,669496000000000,272,7/22/2023,georgia,cheyenne,88781
28791,3386840,erica,914008000000000,365,12/20/2023,wyoming,dover,65382
72903,430480,myah,777137000000000,616,7/27/2022,alabama,new orleans,30274
81,3492003,matt,678778000000000,739,4/16/2023,michigan,montgomery,57928
9520,4507132,monte,585083000000000,624,3/17/2021,louisiana,dover,57497
73739,7240666,matt,816762000000000,687,3/5/2024,alabama,detroit,44355
44395,7147638,chris,732308000000000,333,7/1/2024,georgia,new orleans,87601
25915,46688,erica,614596000000000,443,1/2/2023,delware,colombia,88371
81582,5438430,megan,605014000000000,185,1/23/2021,louisiana,montgomery,35242
